dataset,algorithm,n_clusters,run_id,inertia,metric,runtime,ari,purity,davies_bouldin,f_measure,kernel,param_m,param_alpha
pen-based,FCM_Suppressed_0.5,2,0,,euclidean,0.057981249992735684,0.13585139791300113,0.20642285298398835,1.8801328097792178,0.3042844212532237,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,1,,euclidean,0.0229983750032261,0.1018322726032216,0.2060589519650655,1.756030598250992,0.28568046820991777,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,2,,euclidean,0.019637999997939914,0.13604232003495748,0.20642285298398835,1.8803495341608336,0.30432878087937015,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,3,,euclidean,0.019757500005653128,0.1018322726032216,0.2060589519650655,1.756030598250992,0.28568046820991777,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,4,,euclidean,0.026286416978109628,0.1018322726032216,0.2060589519650655,1.756030598250992,0.28568046820991777,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,5,,euclidean,0.02816187500138767,0.13585139791300113,0.20642285298398835,1.8801328097792178,0.3042844212532237,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,6,,euclidean,0.017879042017739266,0.1018322726032216,0.2060589519650655,1.756030598250992,0.28568046820991777,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,7,,euclidean,0.022895125002833083,0.13571289800430894,0.20642285298398835,1.880050346318254,0.3042305828081067,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,8,,euclidean,0.017961584002478048,0.1018322726032216,0.2060589519650655,1.756030598250992,0.28568046820991777,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,9,,euclidean,0.016295957990223542,0.13604232003495748,0.20642285298398835,1.8803495341608336,0.30432878087937015,,1.5,0.5
pen-based,FCM_Suppressed_0.5,2,0,,euclidean,0.06009808400995098,0.1370987800602996,0.20642285298398835,1.8811087502656767,0.3047218016920277,,2.0,0.5
pen-based,FCM_Suppressed_0.5,2,1,,euclidean,0.014110582997091115,0.10104879953066528,0.20614992721979622,1.7459810339735184,0.2854752172145479,,2.0,0.5
pen-based,FCM_Suppressed_0.5,2,2,,euclidean,0.01651995797874406,0.1370987800602996,0.20642285298398835,1.8811087502656767,0.3047218016920277,,2.0,0.5
pen-based,FCM_Suppressed_0.5,2,3,,euclidean,0.01151258300524205,0.10104879953066528,0.20614992721979622,1.7459810339735184,0.2854752172145479,,2.0,0.5
