dataset,algorithm,n_clusters,metric,run_id,inertia,runtime,ari,purity,davies_bouldin,f_measure
mushroom,KMeans_Standard,2,euclidean,0,279613.9970930433,0.014944584108889103,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,1,279613.9970930433,0.014448208967223763,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,2,279613.9970930433,0.02331774984486401,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,3,294699.07404545066,0.01747829094529152,0.06001230274751483,0.680822255046775,1.694596323854582,0.40729160497519346
mushroom,KMeans_Standard,2,euclidean,4,279613.9970930433,0.013940125005319715,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,5,279613.9970930433,0.013482667040079832,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,6,279613.9970930433,0.00951704103499651,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,7,279613.9970930433,0.013666332932189107,0.09121385207315429,0.8002215657311669,1.136269855247027,0.4479701653026685
mushroom,KMeans_Standard,2,euclidean,8,294695.5714480044,0.021104250103235245,0.06001779620556897,0.6831610044313147,1.6932444891723664,0.40803095187107863
mushroom,KMeans_Standard,2,euclidean,9,294699.07404545066,0.016708374954760075,0.06001230274751483,0.680822255046775,1.694596323854582,0.40729160497519346
mushroom,KMeans_Standard,2,manhattan,0,146919.34579414947,0.015557958045974374,0.08448490403684644,0.706548498276711,1.6250631965691367,0.4174397557516321
mushroom,KMeans_Standard,2,manhattan,1,146921.58555463038,0.015081207966431975,0.08426714846175994,0.707287050713934,1.6225137984090048,0.41686897807857426
mushroom,KMeans_Standard,2,manhattan,2,155346.9642376521,0.009813208132982254,-0.002464825456369835,0.8124076809453471,2.0413554039774935,0.38333608902749167
mushroom,KMeans_Standard,2,manhattan,3,147292.56968465704,0.0128069999627769,0.0630765783852263,0.6984244214672575,1.7346674236108077,0.41091829510510935
