dataset,algorithm,n_clusters,metric,linkage,runtime_sec,runtime,ari,purity,davies_bouldin,f_measure,n_components,init_params,bic,avg_log_likelihood,run_id,inertia,kernel,param_m,param_alpha,preprocessing,n_features_orig,n_features_reduced
adult,GaussianMixture,,,,3.486084625008516,3.486896832997445,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.5005490829935297,3.5014106669987086,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.538038625003537,3.539002709003398,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.502361124992603,3.5032234999816865,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.482985042006476,3.483979915996315,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.505076707981061,3.5059540839865804,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,7.0,,,,,Original,,
adult,GaussianMixture,,,,3.4956417919893283,3.496467750024749,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,8.0,,,,,Original,,
adult,GaussianMixture,,,,3.4965692910191137,3.4974019159853924,0.0594623960865758,0.7607182343065395,4.386036224963904,0.5708875817700791,5.0,random_from_data,-15647850.216346825,163.32224117926577,9.0,,,,,Original,,
adult,GaussianMixture,,,,1.3284312920004595,1.329411500017159,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,0.0,,,,,Original,,
adult,GaussianMixture,,,,1.2960018749872688,1.2969065840006806,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,1.0,,,,,Original,,
adult,GaussianMixture,,,,1.2908686250157189,1.2919500829884782,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,2.0,,,,,Original,,
adult,GaussianMixture,,,,1.3125953749986363,1.3134415829845238,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,3.0,,,,,Original,,
adult,GaussianMixture,,,,1.2924224169983063,1.2933890419953968,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,4.0,,,,,Original,,
adult,GaussianMixture,,,,1.3634506250091365,1.3643459170125425,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,5.0,,,,,Original,,
adult,GaussianMixture,,,,1.3104293330106884,1.311519375012722,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,6.0,,,,,Original,,
adult,GaussianMixture,,,,1.3113687919976655,1.3123521250090562,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,7.0,,,,,Original,,
adult,GaussianMixture,,,,1.3099037920183036,1.310861083999043,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,8.0,,,,,Original,,
adult,GaussianMixture,,,,1.3194980830012355,1.3205947499955073,0.0646423400967924,0.7607182343065395,2.596289959532199,0.5127467302157943,6.0,kmeans,-13253625.284807406,139.4391195414486,9.0,,,,,Original,,
adult,GaussianMixture,,,,4.218396374984877,4.219508792011766,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.212457249988802,4.213182959007099,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.216937207995215,4.2177275409922,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,2.0,,,,,Original,,
adult,GaussianMixture,,,,4.211098750005476,4.211880416987697,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,3.0,,,,,Original,,
adult,GaussianMixture,,,,4.209558583010221,4.210395541012986,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,4.0,,,,,Original,,
adult,GaussianMixture,,,,4.196089375007432,4.196963583002798,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,5.0,,,,,Original,,
adult,GaussianMixture,,,,4.212869834009325,4.213661667017732,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,6.0,,,,,Original,,
adult,GaussianMixture,,,,4.207494292000774,4.208272083982592,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,7.0,,,,,Original,,
adult,GaussianMixture,,,,4.2128275000141,4.213761082995916,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,8.0,,,,,Original,,
adult,GaussianMixture,,,,4.247570917010307,4.2483809999830555,-0.0132011419039989,0.7607182343065395,7.746230886722035,0.6538946326605042,6.0,random,-15786097.148611736,165.36426453760285,9.0,,,,,Original,,
adult,GaussianMixture,,,,3.974469792010495,3.975410249986453,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.0384888330008835,4.039400500012562,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.000957540993113,4.001916207984323,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.973946416983381,3.974781124998117,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.985529792000307,3.986713917023735,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.9952902919903863,3.996206458017696,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.996952790999785,3.9981206659867894,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.994740458001615,3.995687167014694,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,7.0,,,,,Original,,
adult,GaussianMixture,,,,4.04211775001022,4.043061417003628,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,8.0,,,,,Original,,
adult,GaussianMixture,,,,4.000403875019401,4.001422708010068,0.0401636335736899,0.7618033659555301,4.7590371752975065,0.4606387101049509,6.0,k-means++,-16184384.14286456,169.44156475312252,9.0,,,,,Original,,
adult,GaussianMixture,,,,2.4264734589960426,2.4274060830066446,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,0.0,,,,,Original,,
adult,GaussianMixture,,,,2.4517072919989005,2.4527859590016305,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,1.0,,,,,Original,,
adult,GaussianMixture,,,,2.766083292022813,2.7673409590206575,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,2.0,,,,,Original,,
adult,GaussianMixture,,,,2.759300957986852,2.760715499985963,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,3.0,,,,,Original,,
adult,GaussianMixture,,,,2.8888464590127114,2.889857583999401,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,4.0,,,,,Original,,
adult,GaussianMixture,,,,2.7040966659842525,2.7053037080040667,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,5.0,,,,,Original,,
adult,GaussianMixture,,,,2.951715667004464,2.952920167008415,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,6.0,,,,,Original,,
adult,GaussianMixture,,,,2.825856416980969,2.8269504999916535,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,7.0,,,,,Original,,
adult,GaussianMixture,,,,2.8144649580062833,2.8159355410025455,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,8.0,,,,,Original,,
adult,GaussianMixture,,,,2.7711935419938527,2.772090083017247,0.0592452650666774,0.7798206461651856,4.510371001616291,0.5527228310557868,6.0,random_from_data,-16674077.175179616,174.4545969008136,9.0,,,,,Original,,
adult,GaussianMixture,,,,4.91292300002533,4.913853542006109,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.378624083998147,4.379886084003374,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.306101458001649,4.307252917002188,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,2.0,,,,,Original,,
adult,GaussianMixture,,,,4.383381874999031,4.384203666006215,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,3.0,,,,,Original,,
adult,GaussianMixture,,,,4.254521625000052,4.25553629201022,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,4.0,,,,,Original,,
adult,GaussianMixture,,,,4.299283125001239,4.300379457999952,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,5.0,,,,,Original,,
adult,GaussianMixture,,,,4.1757377500180155,4.176596000004793,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,6.0,,,,,Original,,
adult,GaussianMixture,,,,4.337296291982057,4.338090290984837,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,7.0,,,,,Original,,
adult,GaussianMixture,,,,4.260227499995381,4.261071124987211,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,8.0,,,,,Original,,
adult,GaussianMixture,,,,4.207066875009332,4.208055875002174,0.0669945711724175,0.8135620981941771,2.688114354222171,0.4063505149016359,7.0,kmeans,-13682435.484892083,144.4556655219118,9.0,,,,,Original,,
adult,GaussianMixture,,,,5.5195459999958985,5.520573791000061,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,0.0,,,,,Original,,
adult,GaussianMixture,,,,5.691473584010964,5.692436707991874,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,1.0,,,,,Original,,
adult,GaussianMixture,,,,5.341216834000079,5.342234207986621,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,2.0,,,,,Original,,
adult,GaussianMixture,,,,5.19304633300635,5.193945000006352,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,3.0,,,,,Original,,
adult,GaussianMixture,,,,5.126389124983689,5.127232584025478,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,4.0,,,,,Original,,
adult,GaussianMixture,,,,5.103466959000798,5.1043606660095975,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,5.0,,,,,Original,,
adult,GaussianMixture,,,,5.106897791993106,5.10793054199894,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,6.0,,,,,Original,,
adult,GaussianMixture,,,,5.095964791980805,5.096823250001762,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,7.0,,,,,Original,,
adult,GaussianMixture,,,,5.1140820419823285,5.114905458001886,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,8.0,,,,,Original,,
adult,GaussianMixture,,,,5.116084042005241,5.116845458978787,0.0058233727642541,0.7607182343065395,6.721571808535558,0.6514184688244815,7.0,random,-15711190.150719045,165.2242117098951,9.0,,,,,Original,,
adult,GaussianMixture,,,,4.700742541986983,4.70171612498234,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.80210891700699,4.802882292016875,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.764609541016398,4.76544654101599,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,2.0,,,,,Original,,
adult,GaussianMixture,,,,4.700552791997325,4.701596375001827,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,3.0,,,,,Original,,
adult,GaussianMixture,,,,4.719688667013543,4.7206880419980735,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,4.0,,,,,Original,,
adult,GaussianMixture,,,,4.745550500025274,4.746309708018089,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,5.0,,,,,Original,,
adult,GaussianMixture,,,,4.684761042008176,4.685750042001018,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,6.0,,,,,Original,,
adult,GaussianMixture,,,,4.671229875006247,4.672097709000809,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,7.0,,,,,Original,,
adult,GaussianMixture,,,,4.682966624997789,4.683987333002733,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,8.0,,,,,Original,,
adult,GaussianMixture,,,,4.672972583008232,4.673904750001384,0.0265483013234017,0.7607182343065395,4.811088729906963,0.4371807224961616,7.0,k-means++,-16087862.334380103,169.08023914182928,9.0,,,,,Original,,
adult,GaussianMixture,,,,3.309786249999888,3.3105512500042096,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,0.0,,,,,Original,,
adult,GaussianMixture,,,,3.2830426250002347,3.2842807910055853,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,1.0,,,,,Original,,
adult,GaussianMixture,,,,3.278812625008868,3.280005959008122,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.2880123749782797,3.2892904999898747,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.2911688329768367,3.2923605000250973,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.281891791993985,3.283022500021616,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.296779790980509,3.2979012919822708,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.295748292002827,3.2969413330138195,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,7.0,,,,,Original,,
adult,GaussianMixture,,,,3.2964147919847164,3.2976745839987416,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,8.0,,,,,Original,,
adult,GaussianMixture,,,,3.368859332986176,3.3699214159860276,0.0416400289213371,0.7945211088817001,4.000984974637385,0.4565221765367666,7.0,random_from_data,-16670909.971967474,175.048950881596,9.0,,,,,Original,,
adult,GaussianMixture,,,,3.668589167005848,3.6698069160047457,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,0.0,,,,,Original,,
adult,GaussianMixture,,,,3.6846332090208302,3.685655999986921,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,1.0,,,,,Original,,
adult,GaussianMixture,,,,3.6829516669968143,3.6838436249818183,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.663840791996336,3.664600582997082,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.665355333010666,3.6663565000053495,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.678631165996194,3.679612542007817,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.6802025419892743,3.681274375005159,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.663761458999943,3.664738292020047,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,7.0,,,,,Original,,
adult,GaussianMixture,,,,3.692968874995131,3.693941750010708,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,8.0,,,,,Original,,
adult,GaussianMixture,,,,3.66199804097414,3.6629332499869633,0.0425089108132528,0.7868637647925966,3.069915596093989,0.3369108509513369,8.0,kmeans,-14027516.862679174,148.6150719268295,9.0,,,,,Original,,
adult,GaussianMixture,,,,3.955288875004044,3.9561736669857055,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,0.0,,,,,Original,,
adult,GaussianMixture,,,,3.9607857080118265,3.9617935410060454,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,1.0,,,,,Original,,
adult,GaussianMixture,,,,3.946378542023013,3.9471922920201905,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.9809086250024848,3.981920166988857,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.941805333015509,3.942887041979702,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.99853237500065,3.9994917919975705,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.955472417001147,3.9565169579873327,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.950609332998283,3.9515892500057817,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,7.0,,,,,Original,,
adult,GaussianMixture,,,,3.957979750004597,3.958771875011734,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,8.0,,,,,Original,,
adult,GaussianMixture,,,,3.950079000002006,3.9509254169825,-0.0060119729873296,0.7607182343065395,7.160992225517482,0.6071109009734408,8.0,random,-16215669.591878995,171.01539059928172,9.0,,,,,Original,,
adult,GaussianMixture,,,,3.2892446250189096,3.2901027079788037,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,0.0,,,,,Original,,
adult,GaussianMixture,,,,3.290292457997566,3.291226375004044,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,1.0,,,,,Original,,
adult,GaussianMixture,,,,3.2792544169933535,3.280103833007161,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,2.0,,,,,Original,,
adult,GaussianMixture,,,,3.316704374999972,3.3176298750040587,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,3.0,,,,,Original,,
adult,GaussianMixture,,,,3.293398416019045,3.2944399999978486,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,4.0,,,,,Original,,
adult,GaussianMixture,,,,3.2877944170031697,3.288685749983415,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,5.0,,,,,Original,,
adult,GaussianMixture,,,,3.3033519169839565,3.304388749995269,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,6.0,,,,,Original,,
adult,GaussianMixture,,,,3.3246155839879066,3.3255990839970764,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,7.0,,,,,Original,,
adult,GaussianMixture,,,,3.285404082998866,3.2862225840217434,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,8.0,,,,,Original,,
adult,GaussianMixture,,,,3.2801805839990266,3.2811350410047453,0.0769308941777193,0.807747430490152,5.236871309439817,0.5392413094666731,8.0,k-means++,-16432453.69220356,173.23462916777362,9.0,,,,,Original,,
adult,GaussianMixture,,,,4.341986207989976,4.342995749990223,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.369448416982777,4.3705613749916665,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.372538875002647,4.373662416008301,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,2.0,,,,,Original,,
adult,GaussianMixture,,,,4.326705999992555,4.3278989999962505,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,3.0,,,,,Original,,
adult,GaussianMixture,,,,4.338738666003337,4.339976458984893,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,4.0,,,,,Original,,
adult,GaussianMixture,,,,4.32701312500285,4.328141834004782,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,5.0,,,,,Original,,
adult,GaussianMixture,,,,4.349009500001557,4.350043083017226,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,6.0,,,,,Original,,
adult,GaussianMixture,,,,4.333591249975143,4.334594624990132,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,7.0,,,,,Original,,
adult,GaussianMixture,,,,4.378272500005551,4.379326916998252,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,8.0,,,,,Original,,
adult,GaussianMixture,,,,4.348453957994934,4.349430875008693,0.0151266580491831,0.7955448179845215,4.361627098982154,0.4111038759670809,8.0,random_from_data,-16923806.603870198,178.2646536514827,9.0,,,,,Original,,
adult,GaussianMixture,,,,4.9405782079847995,4.941631583002163,0.038467636860875,0.8119651119937759,3.1273412656543047,0.3024589180758171,9.0,kmeans,-14288676.871803353,151.9153676415327,0.0,,,,,Original,,
adult,GaussianMixture,,,,4.946096500003478,4.947123124991776,0.038467636860875,0.8119651119937759,3.1273412656543047,0.3024589180758171,9.0,kmeans,-14288676.871803353,151.9153676415327,1.0,,,,,Original,,
adult,GaussianMixture,,,,4.952200083003845,4.953191040985985,0.038467636860875,0.8119651119937759,3.1273412656543047,0.3024589180758171,9.0,kmeans,-14288676.871803353,151.9153676415327,2.0,,,,,Original,,
adult,GaussianMixture,,,,4.940835291985422,4.9418251249881,0.038467636860875,0.8119651119937759,3.1273412656543047,0.3024589180758171,9.0,kmeans,-14288676.871803353,151.9153676415327,3.0,,,,,Original,,
adult,GaussianMixture,,,,4.938329917000374,4.939194750011666,0.038467636860875,0.8119651119937759,3.1273412656543047,0.3024589180758171,9.0,kmeans,-14288676.871803353,151.9153676415327,4.0,,,,,Original,,
