dataset,algorithm,n_clusters,metric,param_m,param_alpha,run_id,runtime,ari,purity,davies_bouldin,f_measure
adult,FCM_Standard,2,euclidean,1.5,1.0,0,1.0600524169858545,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,1,1.3681555001530796,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,2,1.1131498329341412,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,3,1.103324124822393,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,4,1.0381908749695867,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,5,1.2130934169981629,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,6,1.235370040871203,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,7,1.0485430411063135,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,8,0.9505819578189403,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,1.5,1.0,9,1.1074082080740482,0.17734077911844706,0.7607182343065395,2.066442771356848,0.7342704600344448
adult,FCM_Standard,2,euclidean,2.0,1.0,0,0.6027574159670621,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,1,0.35522041702643037,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,2,0.4605101670604199,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,3,0.5298142090905458,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,4,0.620218165917322,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,5,0.37540679099038243,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,6,0.3300204169936478,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,7,0.5775218340568244,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,8,0.6765810830984265,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.0,1.0,9,0.5271461249794811,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,0,0.4167413341347128,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,1,0.2876374579500407,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,2,0.3258744159247726,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,3,0.3552362499758601,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,4,0.4163024169392884,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,5,0.2921122908592224,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,6,0.2604614580050111,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,7,0.3789779159706086,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,8,0.43235487514175475,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,2,euclidean,2.5,1.0,9,0.3165805828757584,0.1775186385003891,0.7607182343065395,2.0645203971358095,0.7343950205208227
adult,FCM_Standard,3,euclidean,1.5,1.0,0,3.160312084015459,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,1,3.4544161250814795,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,2,3.3043300409335643,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,3,2.947794666979462,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,4,2.8549383748322725,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,5,2.7304629581049085,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
adult,FCM_Standard,3,euclidean,1.5,1.0,6,2.909717374946922,0.04264550146342729,0.7607182343065395,2.4033607069286864,0.5455535208381339
