dataset,algorithm,runtime_sec,ari,purity,davies_bouldin,f_measure,n_components,init_params,bic,avg_log_likelihood
adult,GaussianMixture,1.0716753690003316,0.08643497572361088,0.8229597477580771,1.6047198009426493,0.7028011407315886,2.0,kmeans,33120.548751406845,-0.31264303352341993
adult,GaussianMixture,1.872220921999542,0.007139590138181033,0.8434134556324475,1.6187727769871931,0.6988169079293142,2.0,random_from_data,575004.6475351099,-5.859959879513583
adult,GaussianMixture,2.9529256220002935,-0.013426936429536152,0.7487817861676426,5.0283944270175285,0.6582700389714156,3.0,kmeans,-580891.5144302782,5.986317130750937
adult,GaussianMixture,2.821257994000007,0.052588011753978134,0.6810122435608698,4.001334178267689,0.6627065064261205,3.0,random_from_data,-715755.7012052445,7.366934087212244
adult,GaussianMixture,4.035652988999573,0.004448691947058666,0.7421890995454732,4.811180786921,0.6580757390890524,4.0,kmeans,-733372.3803434873,7.560540416227579
adult,GaussianMixture,3.0141019980001147,0.1332963344927484,0.7796568527087343,10.324798606800325,0.7075941066728905,4.0,random_from_data,-472688.4645049875,4.891895440197731
