dataset,algorithm,n_clusters,metric,linkage,runtime_sec,runtime,ari,purity,davies_bouldin,f_measure
mushroom,Agglomerative,8,euclidean,complete,1.7168076250236481,1.7168105840682983,0.2482267248633144,0.567700640078779,1.7126815476146922,0.5295783907531655
mushroom,Agglomerative,8,manhattan,complete,1.7627414169255644,1.7627459580544382,0.2482267248633144,0.567700640078779,1.7126815476146922,0.5295783907531655
mushroom,Agglomerative,8,euclidean,average,2.2187535418197513,2.2187675409950316,0.2133928564392766,0.5455440669620877,1.4512377337774405,0.5060817319790495
mushroom,Agglomerative,8,manhattan,average,2.021919040940702,2.0219223748426884,0.2133928564392766,0.5455440669620877,1.4512377337774405,0.5060817319790495
mushroom,Agglomerative,8,euclidean,single,2.2739934590645134,2.2740007089450955,0.1335665268696792,0.414081733136386,1.3482127665195207,0.44589138639714554
mushroom,Agglomerative,8,manhattan,single,2.070796832907945,2.0707997500430793,0.1335665268696792,0.414081733136386,1.3482127665195207,0.44589138639714554
mushroom,Agglomerative,9,euclidean,complete,1.5711017919238657,1.5711054170969874,0.24824282706749531,0.568685376661743,1.5921747648648905,0.5295783907531655
mushroom,Agglomerative,9,manhattan,complete,1.7431066250428557,1.7431095419451594,0.24824282706749531,0.568685376661743,1.5921747648648905,0.5295783907531655
mushroom,Agglomerative,9,euclidean,average,1.5075712502002716,1.5075743328779936,0.21245334014831693,0.5455440669620877,1.4967676282001159,0.5070286716054492
mushroom,Agglomerative,9,manhattan,average,1.6760039580985904,1.6760073751211166,0.21245334014831693,0.5455440669620877,1.4967676282001159,0.5070286716054492
mushroom,Agglomerative,9,euclidean,single,2.6916806250810623,2.6917158749420196,0.13416890042784266,0.414081733136386,1.3182721198026979,0.4458549391360176
mushroom,Agglomerative,9,manhattan,single,2.1619531251490116,2.1619579170364887,0.13416890042784266,0.414081733136386,1.3182721198026979,0.4458549391360176
mushroom,Agglomerative,10,euclidean,complete,1.575457958970219,1.5754845419432968,0.27034483542732046,0.5923190546528804,1.5392763428944642,0.5391730694905096
mushroom,Agglomerative,10,manhattan,complete,1.6857590000145137,1.6857632920145988,0.27034483542732046,0.5923190546528804,1.5392763428944642,0.5391730694905096
mushroom,Agglomerative,10,euclidean,average,1.6403563329949975,1.640360000077635,0.27620129057941367,0.5809945839487937,1.4937086179486039,0.5461421579473761
mushroom,Agglomerative,10,manhattan,average,1.990628874860704,1.990640957839787,0.27620129057941367,0.5809945839487937,1.4937086179486039,0.5461421579473761
mushroom,Agglomerative,10,euclidean,single,2.261331875110045,2.2613362499978393,0.13561212039560175,0.4150664697193501,1.314776321399371,0.4462311582701342
mushroom,Agglomerative,10,manhattan,single,2.274314583046362,2.2743185830768198,0.13561212039560175,0.4150664697193501,1.314776321399371,0.4462311582701342
