dataset,algorithm,n_clusters,metric,param_m,param_alpha,run_id,runtime,ari,purity,davies_bouldin,f_measure
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,0,0.05970399989746511,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,1,0.06633554096333683,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,2,0.053652375005185604,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,3,0.06832679198123515,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,4,0.06262041605077684,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,5,0.0552433340344578,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,6,0.11700916686095297,0.08890041158606721,0.38749384539635645,1.7937569473164159,0.4520219891566071
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,7,0.06618495797738433,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,8,0.1388104590587318,0.08890041158606721,0.38749384539635645,1.7937569473164159,0.4520219891566071
mushroom,FCM_Suppressed_0.5,2,euclidean,1.5,0.5,9,0.08035283419303596,0.08413149823012986,0.38749384539635645,2.003812827143705,0.4327853594365807
mushroom,FCM_Suppressed_0.5,2,euclidean,2.0,0.5,0,0.05134895793162286,0.08402813857925437,0.38749384539635645,2.003579510352723,0.43271288215884096
mushroom,FCM_Suppressed_0.5,2,euclidean,2.0,0.5,1,0.05806874996051192,0.08402813857925437,0.38749384539635645,2.003579510352723,0.43271288215884096
mushroom,FCM_Suppressed_0.5,2,euclidean,2.0,0.5,2,0.04495979193598032,0.08402813857925437,0.38749384539635645,2.003579510352723,0.43271288215884096
mushroom,FCM_Suppressed_0.5,2,euclidean,2.0,0.5,3,0.05802491679787636,0.08402813857925437,0.38749384539635645,2.003579510352723,0.43271288215884096
mushroom,FCM_Suppressed_0.5,2,euclidean,2.0,0.5,4,0.05111037497408688,0.08402813857925437,0.38749384539635645,2.003579510352723,0.43271288215884096
