dataset,algorithm,n_clusters,metric,linkage,runtime_sec,runtime,ari,purity,davies_bouldin,f_measure,n_components,init_params,bic,avg_log_likelihood,run_id
pen-based,Agglomerative,2.0,euclidean,complete,1.8616621670080349,1.8616870419937186,0.053219709911650516,0.1874090247452693,1.5145366911401457,0.2829457755859137,,,,,
pen-based,Agglomerative,2.0,manhattan,complete,0.9759437920001801,0.9760205420025159,0.06529118709249955,0.1930494905385735,2.2280328242265015,0.26868786012313317,,,,,
pen-based,Agglomerative,2.0,cosine,complete,1.1287379169953056,1.128795208001975,0.04587922109373314,0.1661208151382824,1.9705552786129534,0.26538809058301105,,,,,
pen-based,Agglomerative,2.0,euclidean,average,0.9899147920077667,0.9899870830122381,0.06478281523771841,0.19859898107714702,1.5148243683668403,0.2887444679671893,,,,,
pen-based,Agglomerative,2.0,manhattan,average,0.9621063339873217,0.9621463750081602,0.06204227657375464,0.1976892285298399,1.519054398503023,0.2863885069917077,,,,,
pen-based,Agglomerative,2.0,cosine,average,1.1354084170015994,1.1354829579940997,0.0705740343928398,0.20542212518195052,1.5277137910085214,0.2900969789824907,,,,,
pen-based,Agglomerative,2.0,euclidean,single,0.2279151249967981,0.22795162498368882,-1.546883878111324e-06,0.10416666666666667,0.7646132469389235,0.18205691534613846,,,,,
pen-based,Agglomerative,2.0,manhattan,single,0.19087074999697506,0.19090554202557541,1.6912462270240213e-06,0.10416666666666667,0.6874415088687771,0.18205811934563831,,,,,
pen-based,Agglomerative,2.0,cosine,single,0.5180230000114534,0.51807358302176,-1.546883878111324e-06,0.10416666666666667,0.7646132469389235,0.18205691534613846,,,,,
pen-based,Agglomerative,3.0,euclidean,complete,0.94112129099085,0.9411824580165558,0.1687493724863054,0.2884825327510917,1.9802066917155265,0.36904210823794753,,,,,
pen-based,Agglomerative,3.0,manhattan,complete,0.9645088340039365,0.9645455830032006,0.17630129501425415,0.2891193595342067,2.027883414675405,0.3603240443573854,,,,,
pen-based,Agglomerative,3.0,cosine,complete,1.1468274999933783,1.1468708750035148,0.05690378138909858,0.22771106259097526,1.5068088712536276,0.33556561337229734,,,,,
pen-based,Agglomerative,3.0,euclidean,average,0.9761405409954023,0.9761979590111878,0.06488897113956857,0.19878093158660845,1.3725155024875724,0.28877260133507976,,,,,
pen-based,Agglomerative,3.0,manhattan,average,0.9568474999978207,0.9569070419820491,0.061557144703523074,0.19796215429403202,1.4638345501326107,0.28685037168656163,,,,,
pen-based,Agglomerative,3.0,cosine,average,1.141360582987545,1.1413803749892395,0.07069082302514647,0.20560407569141192,1.3798234978451023,0.2901254836534356,,,,,
pen-based,Agglomerative,3.0,euclidean,single,0.22737387497909367,0.22743324999464676,1.407025265037946e-07,0.10425764192139737,0.7388804214284003,0.18205603411477397,,,,,
pen-based,Agglomerative,3.0,manhattan,single,0.21749525002087466,0.217518374993233,1.407025265037946e-07,0.10425764192139737,0.76168923751255,0.18205603411477397,,,,,
pen-based,Agglomerative,3.0,cosine,single,0.5191033330047503,0.5191528750001453,1.407025265037946e-07,0.10425764192139737,0.7388804214284003,0.18205603411477397,,,,,
pen-based,Agglomerative,4.0,euclidean,complete,0.9459871250146534,0.9460175419808365,0.21014323162933626,0.3260553129548763,2.0139698499021774,0.39361106031761395,,,,,
pen-based,Agglomerative,4.0,manhattan,complete,0.9708741250215098,0.970894958009012,0.20073012969816417,0.3569868995633188,1.8411689318765196,0.41550363640110743,,,,,
pen-based,Agglomerative,4.0,cosine,complete,1.143925832991954,1.1439844999986235,0.16608789558613082,0.2925764192139738,1.745473856057891,0.39463640457283733,,,,,
pen-based,Agglomerative,4.0,euclidean,average,0.9847193750028964,0.9847822499868926,0.06517636821654012,0.20087336244541484,1.2475084002990848,0.28969459235831113,,,,,
pen-based,Agglomerative,4.0,manhattan,average,0.9663219159992877,0.9663875830010511,0.06155575825662683,0.19814410480349345,1.2732056569534227,0.28685037168656163,,,,,
pen-based,Agglomerative,4.0,cosine,average,1.13317270798143,1.133193209010642,0.06934484319276069,0.20560407569141192,1.3438874014958657,0.29016286407857367,,,,,
pen-based,Agglomerative,4.0,euclidean,single,0.22668741701636463,0.22670654198736884,-1.4140266163760097e-06,0.10434861717612809,0.7624072201385284,0.18205394854851847,,,,,
pen-based,Agglomerative,4.0,manhattan,single,0.19323658299981616,0.19327433299622498,-1.377217777893402e-06,0.10434861717612809,0.7580118300492239,0.18205394854851847,,,,,
pen-based,Agglomerative,4.0,cosine,single,0.5176645409956109,0.5177134170080535,1.7883423316108607e-06,0.10434861717612809,0.8623771363654009,0.18205513894462017,,,,,
pen-based,Agglomerative,5.0,euclidean,complete,0.9530185829789843,0.9530727500095963,0.20921929320235808,0.3260553129548763,1.8458688312177791,0.3931522406241967,,,,,
pen-based,Agglomerative,5.0,manhattan,complete,0.9683720830071252,0.9684186670056079,0.19030090665903204,0.3569868995633188,1.8051326418084102,0.4188102925482036,,,,,
