dataset,algorithm,n_clusters,run_id,inertia,metric,runtime,ari,purity,davies_bouldin,f_measure,kernel,param_m,param_alpha
mushroom,KMeans_Standard,2,0,71904.50782823094,euclidean,0.275164833990857,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,1,71904.50782823094,euclidean,0.02446029201382771,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,2,71904.50782823094,euclidean,0.01605362500413321,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,3,71904.50782823094,euclidean,0.02788325000437908,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,4,75412.8332780984,euclidean,0.026420416979817674,0.08670558259576755,0.38749384539635645,1.753691508701524,0.4512576142952539,,,
mushroom,KMeans_Standard,2,5,71904.50782823094,euclidean,0.019789083977229893,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,6,71904.50782823094,euclidean,0.018758874997729436,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,7,75743.12829525484,euclidean,0.03647445800015703,0.002677993639370229,0.38749384539635645,1.535796200162925,0.39307228594426485,,,
mushroom,KMeans_Standard,2,8,71904.50782823094,euclidean,0.04382895800517872,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,9,71904.50782823094,euclidean,0.019243417016696185,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_Standard,2,0,143875.17178581795,manhattan,0.04056041699368507,0.08688298871217755,0.38749384539635645,2.0106043674103606,0.4346686363374465,,,
mushroom,KMeans_Standard,2,1,143875.17178581795,manhattan,0.03897754198987968,0.08688298871217755,0.38749384539635645,2.0106043674103606,0.4346686363374465,,,
mushroom,KMeans_Standard,2,2,143863.08354587806,manhattan,0.028412624989869073,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_Standard,2,3,143863.08354587806,manhattan,0.045454166014678776,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_Standard,2,4,143875.17178581795,manhattan,0.050270166975678876,0.08688298871217755,0.38749384539635645,2.0106043674103606,0.4346686363374465,,,
mushroom,KMeans_Standard,2,5,143875.17178581795,manhattan,0.03183024999452755,0.08688298871217755,0.38749384539635645,2.0106043674103606,0.4346686363374465,,,
mushroom,KMeans_Standard,2,6,143875.17178581795,manhattan,0.03704908301006071,0.08688298871217755,0.38749384539635645,2.0106043674103606,0.4346686363374465,,,
mushroom,KMeans_Standard,2,7,143863.08354587806,manhattan,0.04771749998326413,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_Standard,2,8,143863.08354587806,manhattan,0.055850540986284614,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_Standard,2,9,143875.42623012458,manhattan,0.023129833018174395,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_Standard,3,0,68011.46522934959,euclidean,0.06697125002392568,0.18919922729029887,0.517232890201871,2.445509347415694,0.5188592294506073,,,
mushroom,KMeans_Standard,3,1,61550.20659937108,euclidean,0.04189704198506661,0.0976768742444354,0.38749384539635645,1.5173351281896366,0.4366070950547582,,,
mushroom,KMeans_Standard,3,2,65784.58637792361,euclidean,0.04798004199983552,0.2305735800006873,0.5563761693746923,2.281586596955454,0.552756968334348,,,
mushroom,KMeans_Standard,3,3,68929.16122276551,euclidean,0.07007483299821615,0.1440448548005856,0.5115706548498277,2.1095408751724456,0.5105129469196531,,,
mushroom,KMeans_Standard,3,4,67212.84600257165,euclidean,0.05555537500185892,0.11938353736110183,0.43156080748399805,2.48272118999696,0.4335787600125338,,,
mushroom,KMeans_Standard,3,5,61550.20659937108,euclidean,0.024101957998936996,0.0976768742444354,0.38749384539635645,1.5173351281896366,0.4366070950547582,,,
mushroom,KMeans_Standard,3,6,65788.81518161262,euclidean,0.0602276670106221,0.1483533415859497,0.517479074347612,2.009859431415675,0.5111829570554227,,,
mushroom,KMeans_Standard,3,7,61550.20659937107,euclidean,0.024116374988807365,0.0976768742444354,0.38749384539635645,1.5173351281896366,0.4366070950547582,,,
mushroom,KMeans_Standard,3,8,68485.79909286581,euclidean,0.06998891598777846,0.1480119352273321,0.4263909404234367,2.4193204263490635,0.45229401131303054,,,
mushroom,KMeans_Standard,3,9,61550.20659937108,euclidean,0.028501041990239173,0.0976768742444354,0.38749384539635645,1.5173351281896366,0.4366070950547582,,,
mushroom,KMeans_Standard,3,0,131768.51081279636,manhattan,0.11541754199424759,0.131266953809904,0.499753815854259,2.1393478330346096,0.4897729870744007,,,
mushroom,KMeans_Standard,3,1,124784.2797130364,manhattan,0.12577141702058725,0.09468344459005333,0.38749384539635645,1.6328930701358109,0.4233256899324207,,,
mushroom,KMeans_Standard,3,2,131768.51081279636,manhattan,0.09123454199288972,0.131266953809904,0.499753815854259,2.1393478330346096,0.4897729870744007,,,
mushroom,KMeans_Standard,3,3,131753.27933410907,manhattan,0.06761991698294878,0.1325009137066531,0.5007385524372231,2.1354661422764427,0.49076357602041987,,,
