dataset,algorithm,n_clusters,run_id,inertia,metric,runtime,ari,purity,davies_bouldin,f_measure,kernel
pen-based,KMeans_Standard,3,9,33176.531256031194,manhattan,0.0540958340279758,0.19656522831064352,0.3034934497816594,1.492621609334509,0.37766439337285684,
pen-based,KMeans_Standard,4,0,8525.534338535912,euclidean,0.03728191601112485,0.31924118868423895,0.3901018922852984,1.4540452804421258,0.47042225526421144,
pen-based,KMeans_Standard,4,1,9158.874139959355,euclidean,0.01765025034546852,0.2210483940523869,0.3584425036390102,1.3351162431556776,0.44541352947647456,
pen-based,KMeans_Standard,4,2,8525.8132623403,euclidean,0.025660000275820494,0.3181511216113786,0.389919941775837,1.4514964184878565,0.4705156197597104,
pen-based,KMeans_Standard,4,3,8905.522745267801,euclidean,0.026959292124956846,0.31109349381245777,0.3618085880640466,1.465694075633344,0.47733808103942177,
pen-based,KMeans_Standard,4,4,8905.509289908687,euclidean,0.02313095796853304,0.31100452441785525,0.3618085880640466,1.4656380431255887,0.4772896797761614,
pen-based,KMeans_Standard,4,5,8525.719480867752,euclidean,0.0616307919844985,0.318542707731096,0.389919941775837,1.4521427612756816,0.4706271650345805,
pen-based,KMeans_Standard,4,6,8909.700805667298,euclidean,0.059782749973237514,0.29623671011278624,0.3894650655021834,1.5688115248580534,0.4573778121676039,
pen-based,KMeans_Standard,4,7,8525.708453725876,euclidean,0.026397500187158585,0.31879580671625923,0.389919941775837,1.45210873782237,0.47090342710632166,
pen-based,KMeans_Standard,4,8,9158.711551300821,euclidean,0.013658124953508377,0.22111735276844782,0.35835152838427947,1.3350183117933718,0.44605837039231044,
pen-based,KMeans_Standard,4,9,8909.659770101478,euclidean,0.04055058304220438,0.29695497266995885,0.3890101892285298,1.5683077645620571,0.45859546515406974,
pen-based,KMeans_Standard,4,0,29854.000060913662,manhattan,0.048248833045363426,0.31615443274140015,0.3830967976710335,1.4648581569397108,0.4717541895171145,
pen-based,KMeans_Standard,4,1,31484.45287893464,manhattan,0.04546479182317853,0.20814370960626652,0.35070960698689957,1.3976320132430236,0.4275174813715979,
pen-based,KMeans_Standard,4,2,29853.153315416264,manhattan,0.04424224980175495,0.316082893250366,0.38291484716157204,1.4657103513668241,0.4718062607184809,
pen-based,KMeans_Standard,4,3,31042.68839204705,manhattan,0.0691871247254312,0.2858997286794219,0.3537117903930131,1.4426340959768815,0.4591835117980613,
pen-based,KMeans_Standard,4,4,30584.195104551713,manhattan,0.06575479218736291,0.2981187092200931,0.38746360989810774,1.6235211124019076,0.4528951450339762,
pen-based,KMeans_Standard,4,5,29853.999193696982,manhattan,0.07240079203620553,0.31610124840945225,0.38291484716157204,1.465740738812695,0.47185816985221596,
pen-based,KMeans_Standard,4,6,30580.91230635113,manhattan,0.07266324991360307,0.2980826129871383,0.38746360989810774,1.6226895146520637,0.4527644353653286,
pen-based,KMeans_Standard,4,7,29866.910073292882,manhattan,0.029247417114675045,0.31555532699914607,0.38282387190684136,1.4661807729882306,0.4714877208500119,
pen-based,KMeans_Standard,4,8,31484.949035742797,manhattan,0.025176791939884424,0.20804548733174716,0.35070960698689957,1.3988908686718813,0.427249817276505,
pen-based,KMeans_Standard,4,9,30582.09731410408,manhattan,0.033732458017766476,0.29761581802129033,0.3870997088791849,1.6222449418512246,0.4525614227401941,
pen-based,KMeans_Standard,5,0,7619.0540564203775,euclidean,0.040534041821956635,0.37273532320515074,0.4868085880640466,1.2606632212090498,0.5316691620537294,
pen-based,KMeans_Standard,5,1,8875.567260004555,euclidean,0.038829915691167116,0.24585166372782158,0.4408660844250364,1.5265028811927768,0.49848167493029066,
pen-based,KMeans_Standard,5,2,7530.616310050294,euclidean,0.05275308294221759,0.3552528921002243,0.44605167394468703,1.3578684842328894,0.532645012545291,
pen-based,KMeans_Standard,5,3,7530.625424288317,euclidean,0.024139625020325184,0.35553208909388356,0.44596069868995636,1.3581623937613978,0.5327398899220877,
pen-based,KMeans_Standard,5,4,8099.864049646523,euclidean,0.09537120861932635,0.32497904853410936,0.41512008733624456,1.494152186890816,0.503616435068048,
pen-based,KMeans_Standard,5,5,7618.897271955662,euclidean,0.032249916810542345,0.37213055712983695,0.4868085880640466,1.2605434829095805,0.5313142930180746,
pen-based,KMeans_Standard,5,6,7618.883978564043,euclidean,0.12314487481489778,0.37227196034589966,0.4868085880640466,1.260548384326851,0.5313679844049042,
pen-based,KMeans_Standard,5,7,7618.8853358720435,euclidean,0.03811208438128233,0.372351375957664,0.4868085880640466,1.2605872846328552,0.531460227529782,
pen-based,KMeans_Standard,5,8,7530.681165204616,euclidean,0.043848583009094,0.35531692292464184,0.44596069868995636,1.3564184870494678,0.5334249232542211,
pen-based,KMeans_Standard,5,9,7618.878271469801,euclidean,0.09551924979314208,0.372351375957664,0.4868085880640466,1.2605872846328552,0.531460227529782,
pen-based,KMeans_Standard,5,0,27783.758409429603,manhattan,0.10462529212236404,0.363200417851264,0.48053129548762735,1.3433472556740127,0.5188745829636331,
pen-based,KMeans_Standard,5,1,28101.469150888333,manhattan,0.0944684580899775,0.34412374451807054,0.43850072780203786,1.3502941582941559,0.52722122731501,
pen-based,KMeans_Standard,5,2,28101.959323284973,manhattan,0.051769791170954704,0.34444305606169434,0.43913755458515286,1.3512168546225165,0.5273397407093002,
pen-based,KMeans_Standard,5,3,28104.42546068238,manhattan,0.04096758272498846,0.3442327744082177,0.43877365356623,1.3503197021908364,0.527305856986642,
pen-based,KMeans_Standard,5,4,27790.857338566493,manhattan,0.08649237500503659,0.35384677876141424,0.4580604075691412,1.434586768470121,0.5039144174002868,
pen-based,KMeans_Standard,5,5,27785.828235541194,manhattan,0.034959332551807165,0.3540782612553419,0.4593340611353712,1.433246873930352,0.5040012300649144,
pen-based,KMeans_Standard,5,6,27789.490260867824,manhattan,0.04294366715475917,0.3537540081081471,0.4580604075691412,1.4346743251115641,0.5037485951156029,
pen-based,KMeans_Standard,5,7,27783.758409429607,manhattan,0.09996812464669347,0.363200417851264,0.48053129548762735,1.3433472556740125,0.5188745829636331,
pen-based,KMeans_Standard,5,8,28101.498893392996,manhattan,0.06109237531200051,0.344246883635381,0.43868267831149926,1.3501629740407075,0.5273468026239195,
pen-based,KMeans_Standard,5,9,27789.490260867828,manhattan,0.05849750014021993,0.3537540081081471,0.4580604075691412,1.4346743251115641,0.5037485951156029,
pen-based,KMeans_Standard,6,0,6988.876622888842,euclidean,0.0218254579231143,0.4188337220473899,0.5403930131004366,1.2469056872260436,0.5789798416906531,
pen-based,KMeans_Standard,6,1,7148.511142008203,euclidean,0.051103792153298855,0.372413912821934,0.4835334788937409,1.3430933659623487,0.5515101872761248,
pen-based,KMeans_Standard,6,2,6628.9739645548725,euclidean,0.035468791611492634,0.4194576646618198,0.5434861717612809,1.24305921608622,0.594312114847573,
pen-based,KMeans_Standard,6,3,6629.0772058247185,euclidean,0.03426841599866748,0.41827297371051236,0.5430312954876274,1.24231593406634,0.5937769573838666,
pen-based,KMeans_Standard,6,4,6629.022611959828,euclidean,0.07895787479355931,0.4188354313668209,0.5430312954876274,1.2426985241378938,0.5941140500882471,
pen-based,KMeans_Standard,6,5,6629.16980653507,euclidean,0.021712124813348055,0.41885127864933186,0.5431222707423581,1.242257750275412,0.5945758902666936,
pen-based,KMeans_Standard,6,6,6917.357843541313,euclidean,0.021092833019793034,0.40339906601921166,0.5042758369723436,1.353529379868367,0.5697606401519903,
pen-based,KMeans_Standard,6,7,6988.645045232051,euclidean,0.026028332766145468,0.4178333974401908,0.540302037845706,1.245962756901039,0.5781306758119134,
pen-based,KMeans_Standard,6,8,7148.550011514024,euclidean,0.03364895796403289,0.3722332490462888,0.4835334788937409,1.3432400770892494,0.5513831599543764,
pen-based,KMeans_Standard,6,9,6629.07436611684,euclidean,0.028369207866489887,0.4192124507847202,0.5435771470160117,1.2424210020112836,0.5943422544598648,
pen-based,KMeans_Standard,6,0,25867.280194054718,manhattan,0.0434895409271121,0.41536515437513577,0.537754730713246,1.276049325925375,0.574197449800346,
pen-based,KMeans_Standard,6,1,27301.632352799417,manhattan,0.04744054190814495,0.36488343803633577,0.4795305676855895,1.5439369242713867,0.5396195497259803,
pen-based,KMeans_Standard,6,2,27551.800495196785,manhattan,0.04132729163393378,0.35101650321098493,0.4576965065502183,1.353136057591245,0.5226926029488393,
pen-based,KMeans_Standard,6,3,26029.027035443654,manhattan,0.05174854211509228,0.39144106049107286,0.5204694323144105,1.3521685683926472,0.5614847321503044,
pen-based,KMeans_Standard,6,4,25869.912846674233,manhattan,0.15487154107540846,0.41552347283460755,0.537754730713246,1.277456169651887,0.574356668544799,
pen-based,KMeans_Standard,6,5,26030.69320446058,manhattan,0.03498749993741512,0.3897093410861075,0.5171033478893741,1.356091296463088,0.5596880434510265,
pen-based,KMeans_Standard,6,6,26032.795938261042,manhattan,0.05317429220303893,0.38941315724321673,0.516193595342067,1.355850014552759,0.5592538864692107,
pen-based,KMeans_Standard,6,7,25867.218845395066,manhattan,0.030377374961972237,0.41537340171940246,0.537754730713246,1.2762908598219591,0.5742259040353572,
pen-based,KMeans_Standard,6,8,27261.595654476405,manhattan,0.04000083263963461,0.37035152706699687,0.47843886462882096,1.3534921480095463,0.5549890865612254,
pen-based,KMeans_Standard,6,9,26046.07138311641,manhattan,0.0519751668907702,0.3983997772820672,0.5368449781659389,1.294350131201614,0.5734012363983422,
pen-based,KMeans_Standard,7,0,6629.465627773371,euclidean,0.09984137490391731,0.45197968699720337,0.5978893740902474,1.3041261315951485,0.6217810726484465,
pen-based,KMeans_Standard,7,1,6249.4634700412225,euclidean,0.045376833993941545,0.43528141713139873,0.5808770014556041,1.2352246516844516,0.613002615863541,
pen-based,KMeans_Standard,7,2,6249.460067806525,euclidean,0.05061962502077222,0.43511613914729236,0.5806950509461426,1.2350891380916669,0.6129098158659719,
pen-based,KMeans_Standard,7,3,6250.047631238635,euclidean,0.042739042080938816,0.43462889680054856,0.5810589519650655,1.2316808748107846,0.6129748098993356,
pen-based,KMeans_Standard,7,4,5999.393791743148,euclidean,0.09782354114577174,0.47232955670566706,0.5966157205240175,1.2334714215595806,0.6405538910015159,
pen-based,KMeans_Standard,7,5,5999.420325577468,euclidean,0.06330179236829281,0.47264366170695354,0.5967066957787481,1.2360113940707986,0.64045861846134,
pen-based,KMeans_Standard,7,6,6612.459438929663,euclidean,0.07988070789724588,0.458349408392747,0.5827874818049491,1.4942141260524544,0.618171520383575,
pen-based,KMeans_Standard,7,7,6629.359552768382,euclidean,0.040788082871586084,0.45251315476501147,0.5982532751091703,1.3051008316407486,0.6222570031442914,
pen-based,KMeans_Standard,7,8,6882.014664444129,euclidean,0.06445774994790554,0.40670358165555165,0.55740538573508,1.4589022781385885,0.603326534092034,
pen-based,KMeans_Standard,7,9,5999.335833654901,euclidean,0.04317720793187618,0.47282626929244376,0.5969796215429404,1.2340796441753616,0.6407730693731531,
pen-based,KMeans_Standard,7,0,25157.92047308821,manhattan,0.03944549988955259,0.4245659042691162,0.5752365356622998,1.5052572979861103,0.5902869878876776,
pen-based,KMeans_Standard,7,1,26374.274690431415,manhattan,0.1483136247843504,0.40347483838716897,0.5515829694323144,1.4768791146656295,0.6019499742853753,
pen-based,KMeans_Standard,7,2,25211.45698756115,manhattan,0.06602974981069565,0.4168514944849601,0.5564046579330422,1.3277775036850747,0.5876762288214429,
pen-based,KMeans_Standard,7,3,25210.223132831226,manhattan,0.2138166669756174,0.4184253654618333,0.5585880640465793,1.3415607085642203,0.5896586561475211,
pen-based,KMeans_Standard,7,4,25154.361735914423,manhattan,0.07735516596585512,0.4535042991580853,0.5977983988355168,1.334433470787496,0.6199460064204297,
pen-based,KMeans_Standard,7,5,24123.642656559507,manhattan,0.19623291725292802,0.4570593864649916,0.5947052401746725,1.2409967370823993,0.6290597090887319,
pen-based,KMeans_Standard,7,6,25024.149895436545,manhattan,0.1038778331130743,0.4603004042269887,0.6014374090247453,1.5162715332533734,0.6139721820265105,
pen-based,KMeans_Standard,7,7,24124.144824905718,manhattan,0.08654874982312322,0.4571913613948946,0.5947052401746725,1.240798672131128,0.6293079856865876,
pen-based,KMeans_Standard,7,8,25208.887928335833,manhattan,0.05135533306747675,0.41828166646576626,0.5583151382823872,1.341268984125757,0.5894658835047474,
pen-based,KMeans_Standard,7,9,24123.332756728945,manhattan,0.06995324976742268,0.45693473164890797,0.5947962154294032,1.241371205056303,0.6290758895124227,
pen-based,KMeans_Standard,8,0,5639.6180674448715,euclidean,0.11946858325973153,0.5157824268182902,0.6551128093158661,1.291015570969479,0.6848912036443022,
pen-based,KMeans_Standard,8,1,5624.453713579334,euclidean,0.0733733749948442,0.49292786267745514,0.634825327510917,1.23365208340645,0.6607969967514338,
pen-based,KMeans_Standard,8,2,5982.809607565939,euclidean,0.06879679206758738,0.47886177454639717,0.6549308588064047,1.3507195287459806,0.664878137611809,
pen-based,KMeans_Standard,8,3,5624.992668565089,euclidean,0.04475087486207485,0.4917217699291961,0.6345524017467249,1.231150146691058,0.6603634538963992,
pen-based,KMeans_Standard,8,4,5639.562336680825,euclidean,0.04688158305361867,0.5154551383345567,0.6552947598253275,1.2913763652691441,0.6848432167255019,
pen-based,KMeans_Standard,8,5,5639.6843292245385,euclidean,0.04678341606631875,0.5156180542620914,0.6551128093158661,1.291679578481367,0.6854039412599466,
pen-based,KMeans_Standard,8,6,6250.665639503091,euclidean,0.04851545812562108,0.4659566000753937,0.6134461426491994,1.4089086158837902,0.6385006160878303,
pen-based,KMeans_Standard,8,7,5639.583441824633,euclidean,0.05994283314794302,0.5163165824603699,0.6554767103347889,1.2921167848185995,0.6852444919561459,
pen-based,KMeans_Standard,8,8,6528.477597714185,euclidean,0.2523921672254801,0.3990100190644956,0.5699599708879185,1.4219771913405608,0.6039340035077851,
pen-based,KMeans_Standard,8,9,5624.395020297538,euclidean,0.0999699579551816,0.4920341961677823,0.6341885007278021,1.2330487593922907,0.6601933167378801,
pen-based,KMeans_Standard,8,0,23110.606927549597,manhattan,0.12009704206138849,0.5388716668649066,0.6784024745269287,1.4004627150456015,0.6829664491714509,
pen-based,KMeans_Standard,8,1,23353.119907263794,manhattan,0.09764208411797881,0.4429451825437293,0.6005276564774381,1.2747793524195317,0.6120164263806386,
pen-based,KMeans_Standard,8,2,24380.344136578056,manhattan,0.09544958267360926,0.43566145638998616,0.6116266375545851,1.4473194969769123,0.619248824367748,
pen-based,KMeans_Standard,8,3,23311.993097048395,manhattan,0.06434233393520117,0.4886050357850428,0.6330967976710334,1.2667249349110057,0.6581674831453553,
pen-based,KMeans_Standard,8,4,23403.77519093692,manhattan,0.09939341619610786,0.501001021017106,0.6541120815138283,1.2910915090338335,0.6745414539149108,
pen-based,KMeans_Standard,8,5,23405.096785730064,manhattan,0.08875566627830267,0.5017436304158754,0.6543850072780204,1.294754108768227,0.6747699643414544,
pen-based,KMeans_Standard,8,6,24327.5934736726,manhattan,0.1712343329563737,0.44819645519065865,0.6226346433770015,1.4374531869622074,0.6310345110531826,
pen-based,KMeans_Standard,8,7,23351.20704946988,manhattan,0.18739154189825058,0.4425069193459397,0.6003457059679768,1.2724451289340806,0.6119578533244394,
pen-based,KMeans_Standard,8,8,24405.01495431416,manhattan,0.06968787498772144,0.4059169888999802,0.5635917030567685,1.323358253888376,0.5818011720044302,
pen-based,KMeans_Standard,8,9,23354.188270769737,manhattan,0.1539914170280099,0.44297204203447904,0.6003457059679768,1.2739412559810792,0.6120528400374023,
pen-based,KMeans_Standard,9,0,5425.871156942182,euclidean,0.10710995877161622,0.5465205638508865,0.6766739446870451,1.3212963384802534,0.6998331295735709,
pen-based,KMeans_Standard,9,1,5267.076195561607,euclidean,0.18536529084667563,0.5353312049444447,0.6925036390101892,1.2628222821577302,0.7044402845575686,
pen-based,KMeans_Standard,9,2,5635.255675701519,euclidean,0.08005008287727833,0.4699862254696181,0.6664847161572053,1.323355296880799,0.6661709792552823,
pen-based,KMeans_Standard,9,3,5268.0912693437485,euclidean,0.08159275026991963,0.5385542213158331,0.693504366812227,1.2825448135087931,0.705558700211393,
pen-based,KMeans_Standard,9,4,5425.9478906731,euclidean,0.14275162480771542,0.5457060457784999,0.6764919941775837,1.3194072951247655,0.6992272613494938,
pen-based,KMeans_Standard,9,5,5355.408144257161,euclidean,0.10316904215142131,0.586342672173476,0.7362627365356623,1.4095096594190302,0.733927514092737,
pen-based,KMeans_Standard,9,6,5359.812122470691,euclidean,0.060823666863143444,0.5444252577212317,0.7099708879184862,1.3061379241344517,0.7139545509247694,
pen-based,KMeans_Standard,9,7,5470.130775642781,euclidean,0.16312833409756422,0.49409118639055866,0.6599344978165939,1.329949560982521,0.6584880650559033,
pen-based,KMeans_Standard,9,8,5635.099555977282,euclidean,0.16767662530764937,0.47093738330109275,0.6671215429403202,1.321868658720995,0.666844341261087,
pen-based,KMeans_Standard,9,9,5284.769509594871,euclidean,0.08189312508329749,0.4851453619917199,0.648471615720524,1.2256796461218484,0.6635479235375408,
pen-based,KMeans_Standard,9,0,22931.40916114602,manhattan,0.10026087472215295,0.5206774975110163,0.671306404657933,1.3280196468002903,0.6850721509116053,
pen-based,KMeans_Standard,9,1,22914.778503605812,manhattan,0.11179045913740993,0.4193468421531622,0.5956149927219796,1.370551848460365,0.5924618647504339,
pen-based,KMeans_Standard,9,2,22408.158178307363,manhattan,0.14808095805346966,0.5362360261810409,0.7033296943231441,1.3554970213021698,0.7060295597583611,
pen-based,KMeans_Standard,9,3,22591.790316442595,manhattan,0.13207970885559916,0.539815829186874,0.6934133915574964,1.3107343635573674,0.7050520963707259,
pen-based,KMeans_Standard,9,4,22833.03889310132,manhattan,0.0900014997459948,0.46857090876346597,0.6241812227074236,1.4294557431415087,0.6248393045793715,
pen-based,KMeans_Standard,9,5,22414.543260782182,manhattan,0.11609970778226852,0.5872590341811339,0.7337154294032023,1.4257197450835821,0.7259067091213206,
pen-based,KMeans_Standard,9,6,22398.593024707887,manhattan,0.1311233751475811,0.5381471778687664,0.7047852983988355,1.3535142712040553,0.7074698480311478,
pen-based,KMeans_Standard,9,7,22628.560625185004,manhattan,0.16630970779806376,0.4872109845282405,0.6597525473071325,1.3119964866205693,0.6587330486020396,
pen-based,KMeans_Standard,9,8,23454.785604944307,manhattan,0.056851249653846025,0.46284401156412325,0.6463791848617176,1.4104813444225561,0.6408988065753715,
pen-based,KMeans_Standard,9,9,22912.196289033407,manhattan,0.1801698342896998,0.41973880094960414,0.5953420669577875,1.3716026454956298,0.5944753146606242,
pen-based,KMeans_Standard,10,0,5143.999928937292,euclidean,0.11664879089221358,0.622072195619917,0.7569141193595342,1.4189284316926276,0.7484981560463826,
pen-based,KMeans_Standard,10,1,5086.750125136077,euclidean,0.10065925028175116,0.5150057086763885,0.68877365356623,1.2775905458857308,0.6939333069138902,
pen-based,KMeans_Standard,10,2,5394.892121625779,euclidean,0.06436587497591972,0.4761545714968363,0.7028748180494906,1.261673942651383,0.6606750054285353,
pen-based,KMeans_Standard,10,3,5051.982331835814,euclidean,0.13118883268907666,0.5719743610791804,0.7133369723435226,1.3403953486092142,0.7228273602767752,
pen-based,KMeans_Standard,10,4,5081.232920970109,euclidean,0.14156445814296603,0.5378895423615657,0.6863173216885007,1.347904275979609,0.6940104482225029,
pen-based,KMeans_Standard,10,5,5027.9226530008555,euclidean,0.07100545894354582,0.5691194322143703,0.7390829694323144,1.423055377755443,0.7320521008231677,
pen-based,KMeans_Standard,10,6,5241.310173548921,euclidean,0.06941158277913928,0.5216093412617058,0.701146288209607,1.3389447057681763,0.6956415295507461,
pen-based,KMeans_Standard,10,7,5187.128747989427,euclidean,0.13553720805794,0.5638867663756532,0.7405385735080058,1.4337604043527148,0.7069802222081162,
pen-based,KMeans_Standard,10,8,5394.8907371516,euclidean,0.18570887483656406,0.4759568716329177,0.7027838427947598,1.261557860061186,0.660590551225524,
pen-based,KMeans_Standard,10,9,5048.615890450028,euclidean,0.08816224988549948,0.48931391155314774,0.6817685589519651,1.1777367506758962,0.6552796586108173,
pen-based,KMeans_Standard,10,0,21934.4860568804,manhattan,0.08451795764267445,0.6093242122996488,0.7496360989810772,1.4341979092330732,0.7359133042042778,
pen-based,KMeans_Standard,10,1,22439.69483759227,manhattan,0.14778358303010464,0.43128032504645497,0.6169032023289666,1.4458002055983654,0.5978701043386204,
pen-based,KMeans_Standard,10,2,22004.64197105422,manhattan,0.15933929197490215,0.5363951188950721,0.7108806404657934,1.405193260255731,0.7074724158296926,
pen-based,KMeans_Standard,10,3,22113.34743837561,manhattan,0.23465587524697185,0.560814033717253,0.7097889374090247,1.3357643643966104,0.7151642532170785,
pen-based,KMeans_Standard,10,4,22158.510275132314,manhattan,0.10385266738012433,0.507526627486142,0.6777656477438136,1.3415298988826565,0.6709750966637515,
pen-based,KMeans_Standard,10,5,21624.29498745464,manhattan,0.09872491611167789,0.5733824680076333,0.7392649199417758,1.4201092542477878,0.7205367664740631,
pen-based,KMeans_Standard,10,6,22003.005095865316,manhattan,0.07790724979713559,0.5357251726656754,0.7106986899563319,1.4039876156358408,0.7071773434639845,
pen-based,KMeans_Standard,10,7,21783.36110696551,manhattan,0.19997445913031697,0.52475380462716,0.6980531295487628,1.2792914019251758,0.6967491990742736,
pen-based,KMeans_Standard,10,8,22922.990360304495,manhattan,0.1495771249756217,0.4584223795279601,0.6720342066957787,1.3621123297624673,0.6296166076098597,
pen-based,KMeans_Standard,10,9,22310.245418708095,manhattan,0.13607975002378225,0.46665787891441146,0.6558406113537117,1.3138826249923017,0.638157200974586,
